5/7/2021 7:58:40 PM /TELEPLOC a x:0 Y:0 Map:1
5/7/2021 7:58:41 PM /TELEPLOC a x:0 Y:0 Map:1
5/7/2021 7:58:41 PM /TELEPLOC a x:0 Y:0 Map:1
5/7/2021 7:58:42 PM /TELEPLOC a x:0 Y:0 Map:1
5/7/2021 7:58:43 PM /TELEPLOC a x:0 Y:0 Map:1
5/7/2021 7:58:46 PM /TELEPLOC a x:0 Y:0 Map:1
5/7/2021 7:59:03 PM /TELEPLOC a x:197 Y:1242 Map:1
5/7/2021 8:20:11 PM Se conecto con ip:168.196.245.137
5/7/2021 8:25:31 PM Se conecto con ip:168.196.245.137
5/7/2021 8:25:35 PM /TELEPLOC a x:67 Y:57 Map:8
5/7/2021 8:34:36 PM Se conecto con ip:168.196.245.137
5/7/2021 8:35:20 PM Transportó a deidhara hacia Mapa8 X:50 Y:50
5/7/2021 8:35:23 PM /TELEPLOC a x:68 Y:61 Map:8
5/7/2021 8:37:21 PM Se conecto con ip:168.196.245.137
5/7/2021 8:40:13 PM Se conecto con ip:168.196.245.137
5/7/2021 8:41:55 PM Agarro:1184 Objeto:Poción Roja
5/7/2021 8:41:56 PM Agarro:1 Objeto:Sombrero de Mago
5/7/2021 8:41:56 PM Agarro:1 Objeto:Vara de Mago
5/7/2021 8:41:56 PM Agarro:1036 Objeto:Poción Azul
5/7/2021 8:49:36 PM Se conecto con ip:168.196.245.137
5/7/2021 8:51:26 PM Se conecto con ip:168.196.245.137
5/7/2021 8:53:35 PM Se conecto con ip:168.196.245.137
5/7/2021 10:06:28 PM Se conecto con ip:168.196.245.137
5/7/2021 10:09:55 PM Se conecto con ip:168.196.245.137
5/7/2021 10:10:53 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:10:53 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:10:54 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:10:54 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:10:56 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:10:56 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:10:59 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:11:02 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:11:02 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:11:03 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:11:03 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:11:05 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:11:05 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:11:06 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:11:06 PM /TELEPLOC a x:77 Y:59 Map:8
5/7/2021 10:14:05 PM Se conecto con ip:168.196.245.137
5/7/2021 10:14:14 PM Transportó a deidhara hacia Mapa1 X:50 Y:50
5/7/2021 10:14:16 PM /TELEPLOC a x:77 Y:59 Map:1
5/7/2021 10:14:16 PM /TELEPLOC a x:77 Y:59 Map:1
5/7/2021 10:14:17 PM /TELEPLOC a x:77 Y:59 Map:1
5/7/2021 10:14:17 PM /TELEPLOC a x:77 Y:59 Map:1
5/7/2021 10:14:18 PM /TELEPLOC a x:77 Y:59 Map:1
5/7/2021 10:14:18 PM /TELEPLOC a x:77 Y:59 Map:1
5/7/2021 10:14:19 PM /TELEPLOC a x:77 Y:59 Map:1
5/7/2021 10:14:20 PM /TELEPLOC a x:77 Y:59 Map:1
5/7/2021 10:14:21 PM /TELEPLOC a x:77 Y:59 Map:1
5/7/2021 10:14:25 PM /TELEPLOC a x:77 Y:59 Map:1
5/7/2021 10:14:26 PM /TELEPLOC a x:77 Y:59 Map:1
5/7/2021 10:14:26 PM /TELEPLOC a x:77 Y:59 Map:1
5/7/2021 10:16:05 PM Se conecto con ip:168.196.245.137
5/7/2021 10:16:12 PM Transportó a deidhara hacia Mapa1 X:50 Y:50
5/7/2021 10:16:14 PM /TELEPLOC a x:55 Y:54 Map:1
5/7/2021 10:16:14 PM /TELEPLOC a x:55 Y:54 Map:1
5/7/2021 10:16:15 PM /TELEPLOC a x:55 Y:54 Map:1
5/7/2021 10:16:15 PM /TELEPLOC a x:55 Y:54 Map:1
5/7/2021 10:16:16 PM /TELEPLOC a x:55 Y:54 Map:1
5/7/2021 10:16:16 PM /TELEPLOC a x:55 Y:54 Map:1
5/7/2021 10:16:16 PM /TELEPLOC a x:55 Y:54 Map:1
5/7/2021 10:16:17 PM /TELEPLOC a x:55 Y:54 Map:1
5/7/2021 10:16:18 PM /TELEPLOC a x:55 Y:54 Map:1
5/7/2021 10:16:19 PM /TELEPLOC a x:55 Y:54 Map:1
5/7/2021 10:18:38 PM Transportó a deidhara hacia Mapa8 X:50 Y:50
5/7/2021 10:18:41 PM /TELEPLOC a x:745 Y:872 Map:8
5/7/2021 10:18:41 PM /TELEPLOC a x:745 Y:872 Map:8
5/7/2021 10:18:42 PM /TELEPLOC a x:745 Y:872 Map:8
5/8/2021 3:35:16 AM Se conecto con ip:168.196.245.137
5/8/2021 3:37:16 AM Sumoneo a Margareth <Quest Newbie Dungeon> ' EJEMPLO DE NPC QUEST DEL NUEVO SISTEMA SACADO DE AO20 en mapa 8
5/8/2021 3:47:44 AM Se conecto con ip:168.196.245.137
5/8/2021 3:48:33 AM Se conecto con ip:168.196.245.137
5/8/2021 3:55:16 AM Se conecto con ip:168.196.245.137
5/8/2021 4:06:34 AM Se conecto con ip:168.196.245.137
5/8/2021 4:09:33 AM Se conecto con ip:168.196.245.137
5/8/2021 4:12:38 AM Se conecto con ip:168.196.245.137
5/8/2021 4:14:51 AM Se conecto con ip:168.196.245.137
5/8/2021 4:23:43 AM Se conecto con ip:168.196.245.137
5/8/2021 4:46:24 AM Se conecto con ip:168.196.245.137
5/8/2021 3:40:31 PM Se conecto con ip:168.196.245.137
5/8/2021 3:46:04 PM Se conecto con ip:168.196.245.137
5/8/2021 3:47:15 PM Se conecto con ip:168.196.245.137
5/8/2021 3:47:22 PM Transportó a deidhara hacia Mapa1 X:50 Y:50
5/8/2021 3:47:24 PM /TELEPLOC a x:0 Y:0 Map:1
5/8/2021 3:47:24 PM /TELEPLOC a x:0 Y:0 Map:1
5/8/2021 3:47:25 PM /TELEPLOC a x:0 Y:0 Map:1
5/8/2021 3:47:26 PM /TELEPLOC a x:0 Y:0 Map:1
5/8/2021 3:47:26 PM /TELEPLOC a x:0 Y:0 Map:1
5/8/2021 3:47:26 PM /TELEPLOC a x:0 Y:0 Map:1
5/8/2021 3:47:27 PM /TELEPLOC a x:0 Y:0 Map:1
5/8/2021 3:47:30 PM /TELEPLOC a x:0 Y:0 Map:1
5/8/2021 3:48:05 PM Se conecto con ip:168.196.245.137
5/8/2021 3:54:39 PM Se conecto con ip:168.196.245.137
5/8/2021 3:55:18 PM Se conecto con ip:168.196.245.137
5/8/2021 4:06:43 PM Se conecto con ip:168.196.245.137
5/8/2021 4:21:07 PM Se conecto con ip:168.196.245.137
5/8/2021 4:22:15 PM Se conecto con ip:168.196.245.137
5/8/2021 4:29:52 PM Se conecto con ip:168.196.245.137
5/8/2021 4:31:31 PM Se conecto con ip:168.196.245.137
5/8/2021 4:32:41 PM Se conecto con ip:168.196.245.137
5/8/2021 4:45:58 PM Se conecto con ip:168.196.245.137
5/8/2021 4:47:12 PM Se conecto con ip:168.196.245.137
5/8/2021 4:48:33 PM Se conecto con ip:168.196.245.137
5/8/2021 4:54:13 PM Se conecto con ip:168.196.245.137
5/8/2021 4:54:36 PM Se conecto con ip:168.196.245.137
5/8/2021 4:55:24 PM Se conecto con ip:168.196.245.137
5/8/2021 5:00:48 PM Se conecto con ip:168.196.245.137
5/8/2021 5:00:57 PM Se conecto con ip:168.196.245.137
5/8/2021 5:18:35 PM Se conecto con ip:168.196.245.137
5/8/2021 5:18:44 PM Se conecto con ip:168.196.245.137
5/8/2021 5:19:06 PM Se conecto con ip:168.196.245.137
5/8/2021 5:20:24 PM Se conecto con ip:168.196.245.137
5/8/2021 5:22:28 PM Se conecto con ip:168.196.245.137
5/8/2021 5:29:26 PM Se conecto con ip:168.196.245.137
5/8/2021 5:29:47 PM Se conecto con ip:168.196.245.137
5/8/2021 5:31:54 PM Se conecto con ip:168.196.245.137
5/8/2021 5:36:39 PM Se conecto con ip:168.196.245.137
5/8/2021 5:37:15 PM Se conecto con ip:168.196.245.137
5/8/2021 5:37:32 PM Se conecto con ip:168.196.245.137
5/8/2021 5:53:33 PM Se conecto con ip:168.196.245.137
5/8/2021 5:54:01 PM Se conecto con ip:168.196.245.137
5/8/2021 5:57:41 PM Se conecto con ip:168.196.245.137
5/8/2021 5:58:13 PM Se conecto con ip:168.196.245.137
5/8/2021 5:58:55 PM Se conecto con ip:168.196.245.137
5/8/2021 6:01:58 PM Se conecto con ip:168.196.245.137
5/8/2021 6:05:12 PM Se conecto con ip:168.196.245.137
5/8/2021 6:12:54 PM Se conecto con ip:168.196.245.137
5/8/2021 6:50:28 PM Se conecto con ip:168.196.245.137
5/8/2021 6:50:51 PM Se conecto con ip:168.196.245.137
5/8/2021 6:55:42 PM Se conecto con ip:168.196.245.137
5/8/2021 6:58:44 PM Sumoneo a Margareth <Quest Newbie Dungeon> ' EJEMPLO DE NPC QUEST DEL NUEVO SISTEMA SACADO DE AO20 en mapa 1
5/8/2021 6:59:34 PM Sumoneo a Margareth <Quest Newbie Dungeon> ' EJEMPLO DE NPC QUEST DEL NUEVO SISTEMA SACADO DE AO20 en mapa 1
5/8/2021 7:01:28 PM Se conecto con ip:168.196.245.137
5/8/2021 7:06:44 PM Se conecto con ip:168.196.245.137
5/8/2021 7:06:52 PM Sumoneo a Margareth <Quest Newbie Dungeon> ' EJEMPLO DE NPC QUEST DEL NUEVO SISTEMA SACADO DE AO20 en mapa 1
5/8/2021 7:09:27 PM Se conecto con ip:168.196.245.137
5/8/2021 7:11:11 PM Se conecto con ip:168.196.245.137
5/8/2021 7:13:44 PM Se conecto con ip:168.196.245.137
5/8/2021 7:15:10 PM Se conecto con ip:168.196.245.137
5/8/2021 7:29:20 PM Se conecto con ip:168.196.245.137
5/8/2021 7:29:24 PM Sumoneo a Margareth <Quest Newbie Dungeon> ' EJEMPLO DE NPC QUEST DEL NUEVO SISTEMA SACADO DE AO20 en mapa 1
5/8/2021 7:32:44 PM Se conecto con ip:168.196.245.137
5/8/2021 7:34:24 PM Se conecto con ip:168.196.245.137
5/9/2021 6:27:50 AM Se conecto con ip:168.196.245.137
5/9/2021 6:46:25 AM Se conecto con ip:168.196.245.137
5/9/2021 6:47:34 AM Transportó a deidhara hacia Mapa13 X:50 Y:50
5/9/2021 6:47:44 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:44 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:45 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:45 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:45 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:46 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:46 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:47 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:47 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:48 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:48 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:49 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:50 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:50 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:51 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:52 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:52 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:53 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:54 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:55 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:55 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:55 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:56 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:47:57 AM /TELEPLOC a x:309 Y:864 Map:13
5/9/2021 6:48:43 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:44 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:44 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:45 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:45 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:46 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:47 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:47 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:47 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:48 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:49 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:49 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:50 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:51 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:52 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:53 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:53 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:54 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:54 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:55 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:56 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:56 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:57 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:57 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:58 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:48:58 AM /TELEPLOC a x:232 Y:73 Map:13
5/9/2021 6:49:01 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:02 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:02 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:04 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:05 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:06 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:06 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:06 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:07 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:08 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:08 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:09 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:10 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:10 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:11 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:11 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:12 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:13 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:14 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:14 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:15 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:16 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:17 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:18 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:22 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:23 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:24 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:24 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:25 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:25 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:26 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:26 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:27 AM /TELEPLOC a x:231 Y:198 Map:13
5/9/2021 6:49:29 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:30 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:30 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:31 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:31 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:32 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:32 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:33 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:34 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:34 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:35 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:35 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:41 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:41 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:42 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:42 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:43 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:43 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:44 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:45 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:45 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:46 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:46 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:47 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:48 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:48 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:49 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:49 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:50 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:51 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:51 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:51 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:52 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:52 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:53 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:53 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:54 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:54 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:55 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:55 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:56 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:56 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:57 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:57 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:58 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:58 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:59 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:49:59 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:50:00 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:50:00 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:50:01 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:50:01 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:50:02 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:50:03 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:50:03 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:50:05 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:50:05 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:50:06 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:50:06 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:50:07 AM /TELEPLOC a x:258 Y:309 Map:13
5/9/2021 6:50:08 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:09 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:09 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:10 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:11 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:12 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:12 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:13 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:13 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:14 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:14 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:15 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:15 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:16 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:17 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:17 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:18 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:18 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:19 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:20 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:20 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:21 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:22 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:22 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:23 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:24 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:24 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:25 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:25 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:26 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:27 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:27 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:28 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:28 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:29 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:29 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:30 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:30 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:31 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:32 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:34 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:35 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:36 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:36 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:37 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:37 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:38 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:38 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:39 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:39 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:40 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:40 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:41 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:42 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:42 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:44 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:44 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:45 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:45 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:46 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:46 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:47 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:48 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:48 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:49 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:49 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:50 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:51 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:52 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:53 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:53 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:54 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:55 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:55 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:56 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:57 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:58 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:58 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:50:59 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:51:00 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:51:00 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:51:01 AM /TELEPLOC a x:225 Y:362 Map:13
5/9/2021 6:51:02 AM /TELEPLOC a x:225 Y:362 Map:13
