4/28/2021 10:07:48 AM /TELEPLOC a x:923 Y:971 Map:1
4/28/2021 10:07:48 AM /TELEPLOC a x:923 Y:971 Map:1
4/28/2021 10:07:49 AM /TELEPLOC a x:923 Y:971 Map:1
4/28/2021 10:07:49 AM /TELEPLOC a x:923 Y:971 Map:1
4/28/2021 10:07:50 AM /TELEPLOC a x:923 Y:971 Map:1
4/28/2021 10:07:50 AM /TELEPLOC a x:923 Y:971 Map:1
4/28/2021 10:07:51 AM /TELEPLOC a x:923 Y:971 Map:1
4/28/2021 10:07:53 AM /TELEPLOC a x:923 Y:971 Map:1
4/28/2021 10:07:56 AM /TELEPLOC a x:923 Y:971 Map:1
4/28/2021 10:07:59 AM /TELEPLOC a x:923 Y:971 Map:1
4/28/2021 10:08:00 AM /TELEPLOC a x:923 Y:971 Map:1
4/28/2021 10:08:01 AM /TELEPLOC a x:923 Y:971 Map:1
4/28/2021 10:08:25 AM /TELEPLOC a x:932 Y:979 Map:1
4/28/2021 10:08:26 AM /TELEPLOC a x:932 Y:979 Map:1
4/28/2021 10:08:49 AM /TELEPLOC a x:947 Y:952 Map:1
4/28/2021 10:08:50 AM /TELEPLOC a x:947 Y:952 Map:1
4/28/2021 10:08:50 AM /TELEPLOC a x:947 Y:952 Map:1
4/28/2021 10:08:51 AM /TELEPLOC a x:947 Y:952 Map:1
4/28/2021 10:08:51 AM /TELEPLOC a x:947 Y:952 Map:1
4/28/2021 10:08:53 AM /TELEPLOC a x:947 Y:952 Map:1
4/28/2021 10:09:00 AM /TELEPLOC a x:216 Y:1209 Map:1
4/28/2021 10:12:09 AM Se conecto con ip:168.196.245.137
4/28/2021 10:12:15 AM /TELEPLOC a x:149 Y:1234 Map:1
4/28/2021 10:12:15 AM /TELEPLOC a x:149 Y:1234 Map:1
4/28/2021 10:12:20 AM /TELEPLOC a x:148 Y:1233 Map:1
4/28/2021 10:12:26 AM /TELEPLOC a x:148 Y:1233 Map:1
4/28/2021 10:12:27 AM /TELEPLOC a x:148 Y:1233 Map:1
4/28/2021 10:12:27 AM /TELEPLOC a x:148 Y:1233 Map:1
4/28/2021 10:12:28 AM /TELEPLOC a x:148 Y:1233 Map:1
4/28/2021 10:15:44 AM Se conecto con ip:168.196.245.137
4/28/2021 10:16:28 AM Se conecto con ip:168.196.245.137
4/28/2021 10:18:49 AM Se conecto con ip:168.196.245.137
4/28/2021 10:18:50 AM Se conecto con ip:168.196.245.137
4/28/2021 10:18:53 AM Se conecto con ip:168.196.245.137
4/28/2021 10:22:43 AM Se conecto con ip:168.196.245.137
4/28/2021 10:23:31 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:31 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:32 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:32 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:33 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:33 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:33 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:35 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:37 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:39 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:41 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:49 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:50 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:51 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:53 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:57 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:57 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:23:57 AM /TELEPLOC a x:292 Y:888 Map:1
4/28/2021 10:24:08 AM /TELEPLOC a x:1006 Y:526 Map:1
4/28/2021 10:26:09 AM Se conecto con ip:168.196.245.137
4/28/2021 10:26:21 AM /TELEPLOC a x:779 Y:629 Map:1
4/28/2021 10:26:21 AM /TELEPLOC a x:779 Y:629 Map:1
4/28/2021 10:26:22 AM /TELEPLOC a x:779 Y:629 Map:1
4/28/2021 10:26:24 AM /TELEPLOC a x:779 Y:629 Map:1
4/28/2021 10:26:27 AM /TELEPLOC a x:779 Y:629 Map:1
4/28/2021 10:26:28 AM /TELEPLOC a x:779 Y:629 Map:1
4/28/2021 10:26:30 AM /TELEPLOC a x:779 Y:629 Map:1
4/28/2021 10:26:32 AM /TELEPLOC a x:779 Y:629 Map:1
4/28/2021 10:26:44 AM Se conecto con ip:168.196.245.137
4/28/2021 10:27:57 AM Se conecto con ip:168.196.245.137
4/28/2021 10:28:02 AM /TELEPLOC a x:0 Y:0 Map:1
4/28/2021 10:28:03 AM /TELEPLOC a x:0 Y:0 Map:1
4/28/2021 10:28:03 AM /TELEPLOC a x:0 Y:0 Map:1
4/28/2021 10:28:04 AM /TELEPLOC a x:0 Y:0 Map:1
4/28/2021 10:29:38 AM Se conecto con ip:168.196.245.137
4/28/2021 10:29:53 AM Sumoneo a Margareth <Quest Newbie Dungeon> ' EJEMPLO DE NPC QUEST DEL NUEVO SISTEMA SACADO DE AO20 en mapa 1
4/28/2021 10:35:03 AM Se conecto con ip:168.196.245.137
4/28/2021 10:39:57 AM Se conecto con ip:168.196.245.137
4/28/2021 10:40:04 AM Sumoneo a Margareth <Quest Newbie Dungeon> ' EJEMPLO DE NPC QUEST DEL NUEVO SISTEMA SACADO DE AO20 en mapa 1
4/28/2021 10:43:21 AM Se conecto con ip:168.196.245.137
4/28/2021 10:44:34 AM Sumoneo a Blattodea en mapa 1
4/28/2021 10:44:54 AM Sumoneo a Blattodea en mapa 1
4/28/2021 10:45:21 AM Sumoneo a Margareth <Quest Newbie Dungeon> ' EJEMPLO DE NPC QUEST DEL NUEVO SISTEMA SACADO DE AO20 en mapa 1
4/28/2021 10:47:12 AM Se conecto con ip:168.196.245.137
4/28/2021 10:57:01 AM Se conecto con ip:168.196.245.137
4/28/2021 10:57:23 AM Sumoneo a Margareth <Quest Newbie Dungeon> ' EJEMPLO DE NPC QUEST DEL NUEVO SISTEMA SACADO DE AO20 en mapa 1
4/28/2021 11:11:00 AM Se conecto con ip:168.196.245.137
4/28/2021 11:11:11 AM Sumoneo a Margareth <Quest Newbie Dungeon> ' EJEMPLO DE NPC QUEST DEL NUEVO SISTEMA SACADO DE AO20 en mapa 1
4/28/2021 11:31:42 AM Se conecto con ip:168.196.245.137
4/28/2021 11:47:03 AM Se conecto con ip:168.196.245.137
4/28/2021 11:52:31 AM Se conecto con ip:168.196.245.137
4/28/2021 11:57:20 AM Se conecto con ip:168.196.245.137
4/28/2021 11:58:37 AM Se conecto con ip:168.196.245.137
4/28/2021 12:06:27 PM Se conecto con ip:168.196.245.137
4/28/2021 2:06:20 PM Se conecto con ip:168.196.245.137
4/28/2021 2:06:29 PM Sumoneo a Margareth <Quest Newbie Dungeon> ' EJEMPLO DE NPC QUEST DEL NUEVO SISTEMA SACADO DE AO20 en mapa 1
4/28/2021 2:07:29 PM Sumoneo a Gallo Salvaje en mapa 1
4/28/2021 2:07:38 PM Sumoneo a Gallo Salvaje en mapa 1
4/28/2021 2:07:46 PM Sumoneo a Gallo Salvaje en mapa 1
4/28/2021 2:07:50 PM Agarro:1 Objeto:Mapa del Tesoro
4/28/2021 2:07:52 PM Agarro:2 Objeto:Mapa del Tesoro
4/28/2021 2:07:53 PM Agarro:2 Objeto:Pollo
4/28/2021 2:07:53 PM Agarro:1 Objeto:Pollo
4/28/2021 2:08:13 PM Sumoneo a Gallo Salvaje en mapa 1
4/28/2021 2:08:24 PM Sumoneo a Gallo Salvaje en mapa 1
4/28/2021 2:08:34 PM Se conecto con ip:168.196.245.137
4/28/2021 2:08:38 PM Sumoneo a Gallo Salvaje en mapa 1
4/28/2021 2:08:42 PM Agarro:2 Objeto:Mapa del Tesoro
4/28/2021 2:08:42 PM Agarro:1 Objeto:Mapa del Tesoro
4/28/2021 2:08:43 PM Agarro:2 Objeto:Pollo
4/28/2021 2:08:43 PM Agarro:1 Objeto:Pollo
4/28/2021 2:08:49 PM Sumoneo a Gallo Salvaje en mapa 1
4/28/2021 2:11:30 PM Se conecto con ip:168.196.245.137
4/28/2021 2:11:35 PM Sumoneo a Gallo Salvaje en mapa 1
4/28/2021 2:38:33 PM Se conecto con ip:168.196.245.137
4/28/2021 2:38:40 PM Transportó a deidhara hacia Mapa6 X:50 Y:50
4/28/2021 2:38:56 PM Transportó a deidhara hacia Mapa6 X:365 Y:44
4/28/2021 2:39:00 PM /TELEPLOC a x:0 Y:0 Map:6
4/28/2021 2:39:01 PM /TELEPLOC a x:0 Y:0 Map:6
4/28/2021 2:39:02 PM /TELEPLOC a x:0 Y:0 Map:6
4/28/2021 2:39:02 PM /TELEPLOC a x:0 Y:0 Map:6
4/28/2021 2:39:03 PM /TELEPLOC a x:0 Y:0 Map:6
4/28/2021 2:45:05 PM Se conecto con ip:168.196.245.137
4/28/2021 2:45:30 PM /TELEPLOC a x:0 Y:0 Map:6
4/28/2021 2:45:31 PM /TELEPLOC a x:0 Y:0 Map:6
4/28/2021 2:45:31 PM /TELEPLOC a x:0 Y:0 Map:6
4/28/2021 2:45:33 PM /TELEPLOC a x:0 Y:0 Map:6
4/28/2021 2:45:33 PM /TELEPLOC a x:0 Y:0 Map:6
4/28/2021 2:45:33 PM /TELEPLOC a x:0 Y:0 Map:6
4/28/2021 2:46:40 PM /TELEPLOC a x:0 Y:0 Map:6
4/28/2021 2:46:40 PM /TELEPLOC a x:0 Y:0 Map:6
4/28/2021 2:46:41 PM /TELEPLOC a x:0 Y:0 Map:6
4/28/2021 5:29:21 PM Se conecto con ip:168.196.245.137
4/28/2021 5:29:33 PM Transportó a deidhara hacia Mapa1 X:50 Y:50
4/28/2021 5:29:36 PM /TELEPLOC a x:393 Y:44 Map:1
4/28/2021 5:50:20 PM Se conecto con ip:168.196.245.137
4/28/2021 5:50:44 PM /TELEPLOC a x:291 Y:247 Map:1
4/28/2021 5:50:46 PM /TELEPLOC a x:291 Y:247 Map:1
4/28/2021 5:50:47 PM /TELEPLOC a x:291 Y:247 Map:1
4/28/2021 5:50:47 PM /TELEPLOC a x:291 Y:247 Map:1
4/28/2021 5:50:48 PM /TELEPLOC a x:291 Y:247 Map:1
4/28/2021 9:02:14 PM Se conecto con ip:168.196.245.137
4/28/2021 9:02:19 PM Sumoneo a Margareth <Quest Newbie Dungeon> ' EJEMPLO DE NPC QUEST DEL NUEVO SISTEMA SACADO DE AO20 en mapa 1
4/28/2021 9:11:06 PM Se conecto con ip:168.196.245.137
4/28/2021 9:16:39 PM Se conecto con ip:168.196.245.137
4/28/2021 9:20:56 PM Se conecto con ip:168.196.245.137
4/28/2021 9:23:45 PM Se conecto con ip:168.196.245.137
4/28/2021 9:28:31 PM Se conecto con ip:168.196.245.137
4/28/2021 9:40:13 PM Se conecto con ip:168.196.245.137
4/28/2021 9:55:56 PM Se conecto con ip:168.196.245.137
4/28/2021 10:02:30 PM Se conecto con ip:168.196.245.137
4/28/2021 10:23:17 PM Se conecto con ip:168.196.245.137
4/28/2021 10:29:18 PM Se conecto con ip:168.196.245.137
4/28/2021 10:34:07 PM Se conecto con ip:168.196.245.137
4/28/2021 10:35:39 PM Se conecto con ip:168.196.245.137
4/28/2021 10:37:01 PM Se conecto con ip:168.196.245.137
4/28/2021 10:38:34 PM Se conecto con ip:168.196.245.137
4/28/2021 10:40:58 PM Se conecto con ip:168.196.245.137
4/29/2021 10:05:22 PM Se conecto con ip:168.196.245.137
4/30/2021 8:47:30 AM Se conecto con ip:168.196.245.137
4/30/2021 8:56:48 AM Se conecto con ip:168.196.245.137
4/30/2021 8:59:55 AM Se conecto con ip:168.196.245.137
4/30/2021 9:00:57 AM Se conecto con ip:168.196.245.137
4/30/2021 9:02:23 AM Se conecto con ip:168.196.245.137
4/30/2021 9:05:09 AM Se conecto con ip:168.196.245.137
4/30/2021 9:06:01 AM Se conecto con ip:168.196.245.137
4/30/2021 9:07:12 AM Se conecto con ip:168.196.245.137
4/30/2021 9:07:39 AM Se conecto con ip:168.196.245.137
4/30/2021 9:17:33 AM Se conecto con ip:168.196.245.137
4/30/2021 9:18:36 AM Se conecto con ip:168.196.245.137
4/30/2021 9:19:48 AM Se conecto con ip:168.196.245.137
4/30/2021 9:21:53 AM Se conecto con ip:168.196.245.137
4/30/2021 9:22:36 AM Se conecto con ip:168.196.245.137
4/30/2021 9:27:59 AM Se conecto con ip:168.196.245.137
4/30/2021 11:19:27 AM Se conecto con ip:168.196.245.137
4/30/2021 11:20:23 AM Se conecto con ip:168.196.245.137
4/30/2021 11:38:10 AM Se conecto con ip:168.196.245.137
4/30/2021 11:39:36 AM Se conecto con ip:168.196.245.137
4/30/2021 11:41:11 AM Se conecto con ip:168.196.245.137
4/30/2021 12:49:12 PM Se conecto con ip:168.196.245.137
4/30/2021 12:52:40 PM Se conecto con ip:168.196.245.137
4/30/2021 12:53:27 PM Se conecto con ip:168.196.245.137
4/30/2021 12:58:27 PM Se conecto con ip:168.196.245.137
4/30/2021 1:01:01 PM Se conecto con ip:168.196.245.137
4/30/2021 1:07:01 PM Se conecto con ip:168.196.245.137
4/30/2021 1:11:41 PM Se conecto con ip:168.196.245.137
4/30/2021 1:16:08 PM Se conecto con ip:168.196.245.137
4/30/2021 1:20:32 PM Se conecto con ip:168.196.245.137
4/30/2021 1:36:06 PM Se conecto con ip:168.196.245.137
4/30/2021 1:40:30 PM Se conecto con ip:168.196.245.137
4/30/2021 1:47:26 PM Se conecto con ip:168.196.245.137
4/30/2021 2:56:40 PM Se conecto con ip:168.196.245.137
4/30/2021 2:59:40 PM Se conecto con ip:168.196.245.137
4/30/2021 3:03:56 PM Se conecto con ip:168.196.245.137
4/30/2021 3:10:19 PM Se conecto con ip:168.196.245.137
4/30/2021 3:21:35 PM Se conecto con ip:168.196.245.137
4/30/2021 10:05:09 PM Se conecto con ip:168.196.245.137
4/30/2021 10:06:16 PM Se conecto con ip:168.196.245.137
5/1/2021 12:30:26 AM Se conecto con ip:168.196.245.137
5/1/2021 12:31:19 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:31:19 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:31:20 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:31:20 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:31:21 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:31:21 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:31:23 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:31:24 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:31:25 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:31:25 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:31:26 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:31:28 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:32:28 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:32:28 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:32:29 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:32:29 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:32:30 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:32:31 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:37:51 AM Se conecto con ip:168.196.245.137
5/1/2021 12:37:56 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:37:56 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:37:57 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:37:57 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:37:58 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:37:58 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:37:59 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:37:59 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:38:00 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:17 AM /LLUVIA
5/1/2021 12:39:27 AM /LLUVIA
5/1/2021 12:39:30 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:31 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:32 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:32 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:33 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:33 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:33 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:34 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:34 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:35 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:35 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:36 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:37 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:37 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:38 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:38 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:39 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:40 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:41 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:43 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:45 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:46 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:46 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:47 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:47 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:48 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:49 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:39:52 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:48:07 AM Se conecto con ip:168.196.245.137
5/1/2021 12:48:31 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:48:31 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:48:32 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:48:32 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:48:33 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:48:34 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:48:37 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:49:02 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:49:03 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:49:03 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:49:04 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:49:04 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:49:10 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:49:22 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:24 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:26 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:26 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:26 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:27 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:28 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:29 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:35 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:36 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:36 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:37 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:37 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:38 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:40 AM /TELEPLOC a x:733 Y:167 Map:1
5/1/2021 12:49:56 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:49:57 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:49:57 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:49:58 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:49:58 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:49:59 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:50:32 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:50:32 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:50:33 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:50:33 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:50:34 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:50:35 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:50:35 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:50:36 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:50:37 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:50:37 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:05 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:05 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:08 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:09 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:09 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:10 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:10 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:11 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:12 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:12 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:12 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:13 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:15 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:15 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:16 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:16 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:17 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:18 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:18 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:19 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:20 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:21 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:21 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:22 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:22 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:23 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:23 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:24 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:25 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:25 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:27 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:28 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:29 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:31 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:32 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:33 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:33 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:34 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:35 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:36 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:36 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:37 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:37 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:39 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:41 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:42 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:57 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:58 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:58 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:51:59 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:00 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:00 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:01 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:02 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:02 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:03 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:03 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:04 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:06 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:07 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:07 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:08 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:08 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:09 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:10 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:10 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:12 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:13 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:14 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:15 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:18 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 12:52:21 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 2:59:32 AM Se conecto con ip:168.196.245.137
5/1/2021 2:59:39 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 2:59:41 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 3:00:49 AM /TELEPLOC a x:294 Y:233 Map:1
5/1/2021 3:00:49 AM /TELEPLOC a x:294 Y:233 Map:1
